都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
131202,1372011484,東京都,練馬区,居宅介護支援ハーモニー,キョタクカイゴシエンハーモニー,居宅介護支援,東京都練馬区東大泉5-36-12森川ビル303,森川ビル303,35.748497366889580,139.588488902024580,03 6904 4846,03 6904 4813,7011601020775,株式会社ハーモニー,1372011484,平日,年末年始１２月３０～１月３日休み,0,,,,,
131202,1372011666,東京都,練馬区,おれいゆ大泉学園,オレイユオオイズミガクエン,居宅介護支援,東京都練馬区大泉学園町6-19-40,,35.771812321690970,139.586463239351020,03-5935-6413,03-5935-7584,4030003008959,合同会社オレイユ,1372011666,"平日,祝日",事務所不在の場合にお電話をいただいても携帯電話に転送されますので、いつでも応対できます。（改行）営業時間外でも電話対応可能です。,35,https://www.oreille-cherry.com,,,,
131202,1372011732,東京都,練馬区,しきな武蔵関,シキナムサシセキ,居宅介護支援,東京都練馬区関町東2-15-7ファーランジュ武蔵関212号室,ファーランジュ武蔵関212号室,35.728313800000000,139.579203099999970,03-5903-8708,03-5903-8709,1030003009233,合同会社caresoul,1372011732,平日,,0,,,,,
131202,1372011914,東京都,練馬区,ケアプランセンター　爽快生活,ケアプランセンター　ソウカイセイカツ,居宅介護支援,東京都練馬区西大泉2-10-17ヤマヒデアパート206,ヤマヒデアパート206,35.758915600000000,139.576968900000000,03-5935-7794,03-5935-7795,8011603002052,合同会社旭,1372011914,平日,夏季休暇・年末年始休暇あり。,0,,,,,
131202,1372013241,東京都,練馬区,あかねいろケアプラン成作所,アカネイロケアプランセイサクジョ,居宅介護支援,東京都練馬区豊玉北3-13-2継成ビル202号室,継成ビル202号室,35.734081100000000,139.662009500000000,03-6914-9243,03-6914-9273,6011605002300,特定非営利活動法人三義,1372013241,平日,,35,なし,,,,
131202,1372013498,東京都,練馬区,エールケアプランセンター,エールケアプランセンター,居宅介護支援,東京都練馬区小竹町1－39－5,,35.739696387562940,139.676202287731540,03-5946-9920,03-5946-9921,7011601020825,グラッドケア,1372013498,平日,年末年始（12/29～1/3）,0,https://gladcare.co.jp/aile/,,,,
131202,1372013605,東京都,練馬区,なのはなケアマネ事業所,ナノハナケアマネジギョウショ,居宅介護支援,東京都練馬区田柄2-29-17アーバンタガラ２０１号室,アーバンタガラ２０１号室,35.767167200000000,139.646673900000000,03-4291-0347,03-4291-0347,7030003016463,合同会社アオイ,1372013605,平日,,0,,,,,
131202,1372013845,東京都,練馬区,居宅介護支援事業所　エクラス（笑暮らす）,キョタクカイゴシエンジギョウショ　エクラス,居宅介護支援,東京都練馬区大泉学園町6-16-31,,35.770446328918915,139.580891970271550,03-5935-7043,03-5935-7044,1012703002304,合同会社　H.P.R,1372013845,平日,,0,,,,,
131202,1372013977,東京都,練馬区,エイトケア石神井,エイトケアシャクジイ,居宅介護支援,東京都練馬区高野台1-15-3パルティール1階,パルティール1階,35.744140900000000,139.617490000000000,03-6915-9690,03-6915-9691,3030001145169,株式会社サネクション,1372013977,"平日,祝日",定休日も転送にて緊急対応可,0,https://www.sanexion.co.jp/index.html,,,,
131202,1372013985,東京都,練馬区,エイトケア中村橋,エイトケアナカムラバシ,居宅介護支援,東京都練馬区向山4-10-14第２関口コーポ101,第２関口コーポ101,35.742679300000000,139.638199500000000,03-5848-5968,03-5848-5969,3030001145169,株式会社サネクション,1372013985,"平日,祝日",定休日でも電話対応可,0,https://www.sanexion.co.jp/,,,,
131202,1372014330,東京都,練馬区,居宅介護支援事業所　けあまねさん,キョタクカイゴシエンジギョウショ　ケアマネサン,居宅介護支援,東京都練馬区石神井町2-8-30コスモハイツ103号室,コスモハイツ103号室,35.744065900000000,139.609492000000000,03-6765-8837,03-4283-0813,4011603003789,合同会社プレヴナンス,1372014330,平日,,,https://hp.kaipoke.biz/p9s/,,,,
131202,1372014413,東京都,練馬区,居宅介護支援事業所すずかけ,キョタクカイゴシエンジギョウショスズカケ,居宅介護支援,東京都練馬区桜台2-8-4MKヒルズ203,MKヒルズ203,35.743522600000000,139.667670500000000,03-6915-8523,03-6915-8581,7011601022210,株式会社小手毬,1372014413,平日,,176,https://kodemari.co.jp/company,,,,
131202,1372014447,東京都,練馬区,居宅介護支援事業所　ほがらか,キョタクカイゴシエンジギョウショ　ホガラカ,居宅介護支援,東京都練馬区東大泉7-31-21シャイニーハウス102,シャイニーハウス102,35.746626700000000,139.580324800000000,03-6904-6224,03-6904-6227,7011603003885,合同会社みかん,1372014447,平日,,,https://hp.kaipoke.biz/z7c/,,,,
131202,1372014520,東京都,練馬区,みちなか居宅,ミチナカキョタク,居宅介護支援,東京都練馬区大泉町1-6-5清水山第2パークハイツ406号,清水山第2パークハイツ406号,35.764245600000020,139.607898700000000,03-5935-9028,03-5935-9029,3011501015706,株式会社維新ネット,1372014520,平日,24時連絡できる体制を整備しています。,0,,,,,
131202,1372007292,東京都,練馬区,フレンドケアサービス,フレンドケアサービス,居宅介護支援,東京都練馬区谷原6-8-10,,35.755192061341944,139.607889432242700,03-3995-1517,03-3995-1519,7010002040441,有限会社大吉,1372007292,平日,,120,,,,,
131202,1372014686,東京都,練馬区,灯ケアプラン,アカリケアプラン,居宅介護支援,東京都練馬区春日町1-10-19春日サンラークシノダ208,春日サンラークシノダ208,35.748064057271170,139.646103606750160,03-5848-3713,03-5848-3714,5011603003094,合同会社Ｋａｅｄｅ,1372014686,"平日,土曜日",月～土まで営業していますが、週休二日頂く為、臨時のお休みが入ります。,,https://hp.kaipoke.biz/hrn/,,,,
131202,1372010718,東京都,練馬区,アイテ・ケア居宅介護支援事業所,アイテ・ケアキョタクカイゴシエンジギョウショ,居宅介護支援,東京都練馬区下石神井4-24-1フサモリ工業ビル1階,フサモリ工業ビル1階,35.726459200000000,139.603148399999980,03-5923-6582,03-5923-6585,4011302010806,有限会社　アイテ・ケア,1372010718,平日,,0,https://arwrk.net/recruit/aitecare,,,,
131202,1372000461,東京都,練馬区,高松居宅介護支援事業所,タカマツキョタクカイゴシエンジギョウショ,居宅介護支援,東京都練馬区高松6丁目3番24号,,35.756847700000000,139.619812100000000,03-6913-2061,03-3995-4825,9011605000474,社会福祉法人練馬区社会福祉事業団,1372000461,平日,特になし,130,https://www.nerima-swf.jp,,,,
131202,1372011468,東京都,練馬区,居宅介護支援事業所　マハロ,キョタクカイゴシエンジギョウショ　マハロ,居宅介護支援,東京都練馬区上石神井1-15-7ライオンズマンション上石神井３０９号,ライオンズマンション上石神井３０９号,35.726391100000015,139.589036399999970,03-6904-8953,03-6904-8954,9030003008384,合同会社　ＭＡＩＭＡＩ,1372011468,平日,利用者の都合により、勤務あり,35,,,,,
131202,1372007201,東京都,練馬区,エンジェルケアー,エンジェルケアー,居宅介護支援,東京都練馬区三原台２－２－８ひかり荘２０１,ひかり荘２０１,35.755600300000000,139.607391300000020,03-6750-7761,03-6750-7762,7011601012995,株式会社エンジェルケアー,1372007201,"平日,祝日",電話受付は24時間365日承っております。時間外営業も行っております。,0,http://angelcare.kai5.jp,,,,
131202,1372011781,東京都,練馬区,ライフアシストリタ,ライフアシストリタ,居宅介護支援,東京都練馬区北町8-12-8-102,,35.759495600000015,139.636134600000020,03-6906-9017,03-6906-9018,2011601018849,株式会社ケアサービスリタ,1372011781,"平日,祝日",,0,,,,,
131202,1372014751,東京都,練馬区,つむぎの木ケアプランサービス,ツムギノキケアプランサービス,居宅介護支援,東京都練馬区氷川台3-36-20クレアトール氷川台401,クレアトール氷川台401,35.749768400000000,139.666773500000000,03-3931-1239,03-6750-1351,5011603004241,合同会社つむぎの木,1372014751,平日,担当者不在の場合は留守番電話にメッセージを残して頂ければ、折り返しご連絡差し上げます。,80,,,,,
131202,1372015204,東京都,練馬区,居宅介護支援事業所　ふくろう,キョタクカイゴシエンジギョウショ　フクロウ,居宅介護支援,東京都練馬区田柄5-27-8シノベハイツ103,シノベハイツ103,35.759234200000000,139.631840100000000,03-5848-2982,03-5848-2984,6011601029132,株式会社福ろう,1372015204,平日,２４時間連絡体制あり,,,,,,
131211,1372110484,東京都,足立区,やさしい手西新井居宅介護支援事業所,ヤサシイテニシアライキョタクカイゴシエンジギョウショ,居宅介護支援,東京都足立区栗原3‐9‐2オリエント第2ビル201号室,オリエント第2ビル201号室,35.778454100000005,139.784341200000000,050‐1752‐9645,050‐3535‐8213,8013201005965,株式会社やさしい手,1372110484,平日,,15,http://www.yasashiite.com,,,,
131211,1372112506,東京都,足立区,Always居宅介護支援事業所,オールウエイズキョタクカイゴシエンジギョウショ,居宅介護支援,東京都足立区保木間3-15-10センチュリー保木間103,センチュリー保木間103,35.796258900000000,139.805734500000000,03-5851-9867,03-4496-4888,4011803001799,合同会社むつみあい,1372112506,平日,土、日、祝は必要に応じて対応は可能です。,,,,,,
131211,1372108215,東京都,足立区,愛介護サービス,アイカイゴサービス,居宅介護支援,東京都足立区西新井2-1-18近藤ビル301号,近藤ビル301号,35.782752890064540,139.783626338224080,03-5856-8508,035856-8509,8011801024988,株式会社愛,1372108215,平日,休日でも転送電話にて24時通じるようにして利用者が安心して生活ができる。,15,http://www.ai-kaigo.co.jp,,,,
131211,1372113827,東京都,足立区,ケアプランはな竹ノ塚,ケアプランハナタケノツカ,居宅介護支援,東京都足立区竹ノ塚4-6-3,,35.793542200000020,139.798479100000000,03-6823-2665,03-6880-4337,6011801030237,株式会社はな,1372113827,平日,,0,https://hana-gr.com/,,,,
131211,1372114627,東京都,足立区,二ツ橋ケアプランサービス,フタツバシケアプランサービス,居宅介護支援,東京都足立区舎人4-1-17グリーンパーク二ツ橋101,グリーンパーク二ツ橋101,35.815542299999980,139.770299700000000,03-5647-8914,03-5647-8915,5030005012735,特定非営利活動法人ケアたつ,1372114627,平日,,,,,,,
131211,1372114635,東京都,足立区,居宅介護支援　モノトビ,キョタクカイゴシエンモノトビ,居宅介護支援,東京都足立区青井3-7-17Kotakiビル２F,Kotakiビル２F,35.770388900000000,139.820065400000000,03-5888-5924,03-5888-5925,8011801045084,株式会社モノトビ,1372114635,平日,介護支援専門員は、利用者の居宅を訪問し、利用者及びその家族に面接して、支援する上で解決しなければならない課題の把握及び分析を行い、その課題に基づき居宅サービス計画を作成する。利用者による居宅サービスの選択に資するよう、当該地域における指定居宅サービス事業者等に関するサービスの内容、利用料等の情報を適正に利用者又はその家族に対し提供し、居宅サービス計画・介護予防サービス計画及びサービス事業者に関し利用者の同意を得た上で、サービス事業者等との連絡調整その他の便宜の提供を行う。,0,https://sites.google.com/monotobi.co.jp/web-site,,,,
131211,1372114643,東京都,足立区,居宅介護支援事業所ロイヤル足立,キョタクカイゴシエンジギョウショロイヤルアダチ,居宅介護支援,東京都足立区舎人3丁目１－１９,,35.810635800000000,139.774532200000000,03-6807-1435,03-6807-1436,6480005002376,社会福祉法人愛心会,1372114643,"平日,土曜日",,0,,,,,
131211,1372113249,東京都,足立区,ケア元気,ケアゲンキ,居宅介護支援,東京都足立区中央本町2－15－14藤ハイツ　101,藤ハイツ　101,35.770111478833215,139.809407365081800,03－6806－3452,03－6806－3453,9011801037386,株式会社ＡＭＡＯ,1372113249,平日,,0,https://peraichi.com/landing_pages/view/amao/,,,,
131211,1372113413,東京都,足立区,りあんサポート,リアンサポート,居宅介護支援,東京都足立区新田3-26-1サンライズコーポ101,サンライズコーポ101,35.770116800000000,139.744515500000030,03-6908-4438,03-6908-4439,9011501014330,協同産業株式会社,1372113413,平日,面談等においては休日でも要相談にてご対応いたします,0,,,,,
