No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,通話メモ,備考
1054,江戸川区,○,○,営利法人,1,1,独立系,2011703001595,合同会社　ケア　赤とんぼ,,,ケア赤とんぼ,1372308922,東京都江戸川区東小岩５丁目１６番６号ライトハイツ　２階,０３－６８０１－７００６,03-6801-7006,０３－６８０１－７１４１,,平日,,,,,,,,,,,,
1055,江戸川区,○,○,営利法人,1,1,独立系,1011703003064,合同会社　マイラシク,,,らいくゆうケア,1372310910,東京都江戸川区北篠崎1-8-5,03-6638-9242,03-6638-9242,03-6638-9243,https://www.myrashiku.com,平日,,,,,,,,,,,,
1057,江戸川区,○,○,営利法人,1,1,独立系,5011703001196,合同会社あんじゅ,,,ケア　あんじゅ,1372308245,東京都江戸川区大杉5-20-1,03-6795-9937,03-6795-9937,03-6795-9938,https://www.care-anju.jp,平日,,,,,,,,,,,,
1058,江戸川区,○,○,営利法人,1,1,独立系,9011703003817,合同会社えだまめ,,,えだまめケアプラン,1372311348,東京都江戸川区南篠崎町2-34-15G・FⅡ105,050-1721-7588,050-1721-7588,050-3385-1661,https://note.com/edamamecareplan/n/n81d376375771,平日,,,,,,,,,,,,
1059,江戸川区,○,○,営利法人,1,1,独立系,5011703000801,合同会社くじら介護,,,くじら介護サービス,1372305811,東京都江戸川区北小岩４－３１ー１４,03-6310-0024,03-6310-0024,03-6676-5877,http://www2.hp-ez.com/hp/kujirakaigo/page1,平日,,,,,,,,,,,,
1060,江戸川区,○,○,営利法人,1,1,独立系,2011703001091,合同会社こといち,,,こといち居宅介護支援事業所,1372307650,東京都江戸川区小松川一丁目５番２号トニワンショッピングセンター１階,03-6807-0071,03-6807-0071,03-6807-0072,,平日,,,,,,,,,,,,
1062,江戸川区,○,○,営利法人,1,1,独立系,4011703002476,合同会社エール,,,エール,1372310209,東京都江戸川区中葛西3-26-6セントラルコーポ303,03-5878-0902,03-5878-0902,03-5878-0903,,平日,,,,,,,,,,,,
1063,江戸川区,○,○,営利法人,1,1,独立系,7011703003983,合同会社サンタ,,,篠崎介護支援センターサンタ,1372311397,東京都江戸川区篠崎町1-37-27ドミールマツ201,03-6638-6905,03-6638-6905,03-6638-6906,https://santa-kaigo.com/,平日,,,,,,,,,,,,
1064,江戸川区,○,○,営利法人,1,1,独立系,2011703001265,合同会社シンシアケア,,,シンシアケア　介護相談室,1372308377,東京都江戸川区中葛西7-9-21カーサ・クレールⅥ101号,050-3138-4890,050-3138-4890,050-3737-2095,,平日,,,,,,,,,,,,
1065,江戸川区,○,○,営利法人,1,1,独立系,2011703001827,合同会社ポピー,,,居宅介護支援事業所ポピー,1372309235,東京都江戸川区西瑞江五丁目7番地35,03-3869-6920,03-3869-6920,03-4296-7346,,平日,,,,,,,,,,,,
1066,江戸川区,○,○,営利法人,1,1,独立系,6011703000841,合同会社楓,,,居宅介護支援事業所　楓,1372306058,東京都江戸川区一之江5-22-4,03-5879-9540,03-5879-9540,03-5879-9548,,平日,,,,,,,,,,,,
1067,江戸川区,○,○,営利法人,1,1,独立系,6011703002350,合同会社莉安,,,リアンケアプラニング,1372310001,東京都江戸川区平井3-23-5桜コーポ３０１号室,03-5875-4153,03-5875-4153,03-5875-4154,https://www.liencare.net/,平日,,,,,,,,,,,,
1068,江戸川区,○,○,営利法人,1,1,独立系,9011703000855,合同会社蜂輪,,,蜂輪,1372306272,東京都江戸川区中葛西2-7-12LuxurySUNLAKE108号室,03-6808-4814,03-6808-4814,03-6808-4815,,平日,,,,,,,,,,,,
1070,江戸川区,○,○,営利法人,1,1,施設併設,6011703001113,合同会社Ｇｒｏｗ,,,船堀ホームナースにじ居宅支援,1372309144,東京都江戸川区一之江8-8-2Qスクエア1F,03-5878-1035,03-5878-1035,03-5878-1036,http://niji-grow.com/,平日,,,,,,,,,,,,
1071,江戸川区,○,○,営利法人,1,1,独立系,1011703001828,合同会社ｈａｎａｌｅａ,,,ここはなケア瑞江,1372309268,東京都江戸川区東瑞江1-27-5メゾンドコスモ602,03-6638-9155,03-6638-9155,03-6638-9156,,"平日,祝日",,,,,,,,,,,,
1074,江戸川区,○,○,営利法人,1,1,独立系,8040002026932,有限会社　ベアーヴァレイ,,,アイシェアー船堀,1372302925,東京都江戸川区船堀2-18-7グランビュー船堀　101号室,03-5878-3188,03-5878-3188,03-5878-3189,http://www.bearvalley.co.jp,平日,,,,,,,,,,,,
1075,江戸川区,○,○,営利法人,1,1,独立系,1011702014995,有限会社　菜の花江戸川,,,有限会社　菜の花江戸川,1372302362,東京都江戸川区南小岩３－１９－２メゾン南小岩Ⅱ　１０１号室,03-5622-0036,03-5622-0036,03-5622-0213,,平日,,,,,,,,,,,,
1076,江戸川区,○,○,営利法人,1,1,独立系,5011702015420,有限会社　虹の丘ケアセンタ－,,,虹の丘ケアセンター,1372305258,東京都江戸川区西葛西4-2-47西葛西スカイハイツ902号室,03-3686-0897,03-3686-0897,03-3686-0973,,平日,,,,,,,,,,,,
1077,江戸川区,○,○,営利法人,1,1,独立系,6011702016013,有限会社あやめケア,,,あやめ介護センター,1372303089,東京都江戸川区南小岩7-40-29レジデンス幸103,03-5889-6455,03-5889-6455,03-5889-6450,https://ayamekaigo.com/,平日,,,,,,,,,,,,
1079,江戸川区,○,○,営利法人,1,1,独立系,3011702015364,有限会社トロールケアサービス,,,トロールケアサービス,1372303147,東京都江戸川区北小岩５-1-9,03-5612-1306,03-5612-1306,03-5612-1308,,平日,,,,,,,,,,,,
1080,江戸川区,○,○,営利法人,1,1,独立系,3011702014622,有限会社ニコニコファミリーケア,,,ニコニコファミリーケア,1372301984,東京都江戸川区大杉4－7－1,03-6231-5900,03-6231-5900,03-3654-2477,http://www.niconico-familycare.jp/,平日,,,,,,,,,,,,
1081,江戸川区,○,○,営利法人,1,1,独立系,3011702013649,有限会社ピースアイランド,,,ピースアイランド,1372301539,東京都江戸川区平井7丁目10番8号,03-5631-9163,03-5631-9163,03-5631-9164,http://www.peaceisland.jp,平日,,,,,,,,,,,,
1084,江戸川区,○,○,営利法人,1,1,独立系,5011702014876,有限会社大千,,,あおぞら介護サービス,1372302222,東京都江戸川区船堀６－１１－９,03-5878-3033,03-5878-3033,03-5878-3034,http://www.daisen-aozora.com,"平日,土曜日",,,,,,,,,,,,
1086,江戸川区,○,○,営利法人,1,1,独立系,4011701025636,株式会社Reむすびケア,,,Reむすびケア,1372310993,東京都江戸川区平井4-13-13内藤ビル101号室,03-6772-8878,03-6772-8878,03-6634-5595,https://www.re-musubi-care.co.jp/,"平日,祝日",,,,,,,,,,,,
1087,江戸川区,○,○,営利法人,1,1,独立系,4011701618210,株式会社　いわいだ介護相談室,,,いわいだ介護相談室,1372307999,東京都江戸川区南葛西２－６－５グレイスアウル102,03-6808-5115,03-6808-5115,03-6808-0054,,平日,,,,,,,,,,,,
1088,江戸川区,○,○,営利法人,1,1,独立系,6011701024586,株式会社　くくる,,,くくるケアプランセンター,1372310738,東京都江戸川区南小岩7-26-21ペガサスステーションプラザ小岩611号,03-5876-7899,03-5876-7899,03-5876-7898,,平日,,,,,,,,,,,,
1091,江戸川区,○,○,営利法人,1,1,独立系,7011701001089,株式会社　ウメザワ,,,東京ケア,1372302644,東京都江戸川区鹿骨3-18-8,03-5666-5678,03-5666-5678,03-5666-5677,http://www.ume-care.com/,"平日,土曜日",,,,,,,,,,,,
1096,江戸川区,○,○,営利法人,1,1,独立系,8011701001204,株式会社　永仁サービス,,,永仁サービスケアプラン,1372300010,東京都江戸川区平井４－１－１９,03-3683-4441,03-3683-4441,03-3683-4443,http://www.eijin-service.co.jp,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,
1097,江戸川区,○,○,営利法人,1,1,独立系,2011701023815,株式会社　黄金木,,,ゆずハウス,1372310480,東京都江戸川区篠崎町1-21-7,03-6671-1794,03-6671-1794,03-6671-1794,,平日,,,,,,,,,,,,
1098,江戸川区,○,○,営利法人,1,1,独立系,1011701017099,株式会社つぐみ,,,介護支援つぐみ,1372310159,東京都江戸川区清新町2-2-20-111バウス西葛西清新町,03-6456-0972,03-6456-0972,03-6456-0973,http://houkantsugumi.com,平日,,,,,,,,,,,,
1099,江戸川区,○,○,営利法人,1,1,独立系,5011701014217,株式会社でこぽん,,,でこぽん,1372305340,東京都江戸川区北小岩１－１０－１サンライズII－１０３,03-5612-4451,03-5612-4451,03-5612-4453,http://care-net.biz/13/decopon/,平日,,,,,,,,,,,,
1100,江戸川区,○,,営利法人,1,2,独立系,6011701022961,株式会社ともいきケア,,,ともいきケア一之江,1372310043,東京都江戸川区一之江7-66-1イーストイン1階,03-5662-4479,03-5662-4479,03-5662-4494,http://tomoikicare.com/,平日,,,,,,,,,,,,
1101,江戸川区,○,○,営利法人,1,1,独立系,7011701007664,株式会社みなみ,,,株式会社みなみ北葛西ケアセンター,1372308989,東京都江戸川区北葛西2-23-14(株)みなみ北葛西ケアセンター,03-6808-2373,03-6808-2373,03-6808-2280,http://minamicare.co.jp,"平日,土曜日,祝日",,,,,,,,,,,,
1103,江戸川区,○,○,営利法人,1,1,独立系,1011701014170,株式会社アリス,,,アリス・ケア,1372305324,東京都江戸川区南篠崎町５－２－５,03-6231-8735,03-6231-8735,03-6231-8736,,平日,,,,,,,,,,,,
1105,江戸川区,○,,営利法人,1,3,独立系,4010001128661,株式会社ケアエクスプレス都葦,,,居宅介護支援事業所くによし,1372311090,東京都江戸川区宇喜田町1311-1ファミール宇喜田101号室,03-6808-2261,03-6808-2261,03-6808-2265,https://www.ce-kuniyoshi.com/office/edogawa.html,"平日,祝日",,,,,,,,,,,,
1108,江戸川区,○,○,営利法人,1,1,独立系,2011701015416,株式会社ケアフィールド,,,ケアフィールド　本一色,1372305944,東京都江戸川区本一色1-20-7,03-5879-2600,03-5879-2600,03-5879-2601,https://www.carefield-heart.com,平日,,,,,,,,,,,,
1109,江戸川区,○,○,営利法人,1,1,独立系,6011701016988,株式会社ケアフリー,,,ケアフリー介護相談室　指定居宅介護支援事業所,1372306900,東京都江戸川区松本2-39-4,03-5879-3892,03-5879-3892,03-5879-3893,,平日,,,,,,,,,,,,
1112,江戸川区,○,○,営利法人,1,1,独立系,4011701025512,株式会社ケア・プアメリア,,,ケア・プアメリア,1372310977,東京都江戸川区東小岩4-12-7,03-3650-0165,03-3650-0165,03-6767-9220,,平日,,,,,,,,,,,,
1114,江戸川区,○,○,営利法人,1,1,独立系,8011701014370,株式会社コメット,,,にじいろ介護,1372305415,東京都江戸川区中央４－２５－１６石井ビル２階,03-5879-3712,03-5879-3712,03-5879-3713,http://nijiiro-kaigo.jp,平日,,,,,,,,,,,,
1115,江戸川区,○,○,営利法人,1,1,独立系,7011701014347,株式会社スクーデリア,,,わだつみケアサービス,1372305381,東京都江戸川区瑞江2-22-5グリーンハウス下鎌田１F‐D室,03-5243-9202,03-5243-9202,03-5243-9203,https://wadatsumi-s.com,平日,,,,,,,,,,,,
1117,江戸川区,○,○,営利法人,1,1,独立系,8011702008999,株式会社ノイエ,,,株式会社ノイエすみれケアセンター,1372300820,東京都江戸川区中葛西８ー23－5第2宇田川ﾋﾞﾙ204,03-5679-1780,03-5679-1780,03-5679-1788,http://www.noie-sumire.com,平日,,,,,,,,,,,,
1118,江戸川区,○,○,営利法人,1,1,独立系,4013301041955,株式会社フィジテック,,,介護相談室　すずらん,1372311363,東京都　江戸川区　西小岩　1-29-12リッジタピオラ　302号,03-4500-4499,03-4500-4499,03-5876-7260,,平日,,,,,,,,,,,,
1119,江戸川区,○,○,営利法人,1,1,独立系,3011701014656,株式会社フラワー居宅介護支援事業所,,,株式会社フラワ－居宅介護支援事業所,1372305571,東京都江戸川区平井1-9-6　T@K第一ビル201T＆K第一ビル201,03-5609-5517,03-5609-5517,03-5875-5636,,平日,,,,,,,,,,,,
1120,江戸川区,○,○,営利法人,1,1,独立系,5011701016213,株式会社ブルースカイ,,,ふじたか居宅介護支援事業所,1372311611,東京都江戸川区南小岩3-10-15,03ｰ6657ｰ8633,03-6657-8633,03ｰ6657ｰ8633,,平日,,,,,,,,,,,,
1122,江戸川区,○,○,営利法人,1,1,独立系,2011501019071,株式会社マネージメントオフィス金子,,,にっこりサービス,1372307379,東京都江戸川区北小岩6-15-10リエス京成小岩駅前202号室,03-6231-8211,03-6231-8211,03-6231-8214,https://www.nikoriservice.com,平日,,,,,,,,,,,,
1126,江戸川区,○,○,営利法人,1,1,施設併設,8011701021516,株式会社ミヤマホームケア,,,株式会社ミヤマホームケア指定居宅支援事業所,1372309425,東京都江戸川区東小松川1-9-20,03-5661-6272,03-5661-6272,03-3652-8399,http://miyama-hc.com/,平日,,,,,,,,,,,,
1127,江戸川区,○,○,営利法人,1,1,独立系,9040001059701,株式会社ライフアシスト,,,ソレイユ居宅介護支援事業所,1372306819,東京都江戸川区一之江3-16-23,03-3652-4389,03-3652-4389,03-5879-6835,http://www.life-as.com,平日,,,,,,,,,,,,
1130,江戸川区,○,,営利法人,1,8,独立系,4430001081967,株式会社リビングプラットフォームケア,,,ライブラリ葛西　居宅介護支援事業所,1372308930,東京都江戸川区中葛西６－１７－９クローバーメディカルビル４階,０３－３８６９－０９６８,03-3869-0968,０３－３８６９－２９６８,http://www.living-platform.com,"平日,祝日",,,,,,,,,,,,
1131,江戸川区,○,○,営利法人,1,1,独立系,8011701013802,株式会社三田カンパニー,,,うさぎの和,1372305134,東京都江戸川区中央4-16-3CORE・K2　101,03-5879-3803,03-5879-3803,03-5879-3813,http://hp.kaipoke.biz/rvy/,平日,,,,,,,,,,,,
1132,江戸川区,○,○,営利法人,1,1,独立系,5010601037138,株式会社五幸トータルサービス,,,五幸ケアサービス,1372309771,東京都江戸川区平井4-9-9板垣ビル2階,03-3638-6654,03-3638-6654,03-3638-6656,http://www.gokou-totalservice.co.jp,平日,,,,,,,,,,,,
1133,江戸川区,○,,営利法人,1,2,独立系,6040001024105,株式会社介護屋宮﨑,,,介護屋　みらい,1372306710,東京都江戸川区西小岩４－２－１１浩三Ⅱ１０１,０３－６６５７－９１１７,03-6657-9117,０３－６６５７－９０７０,http://kaigoyamirai.com/,平日,,,,,,,,,,,,
1134,江戸川区,○,○,営利法人,1,1,独立系,9011701012893,株式会社仙寿,,,指定居宅介護支援事業所　せんじゅ,1372307213,東京都江戸川区北小岩8-21-6仙寿庵206号室,03-6458-9061,03-6458-9061,03-6458-9072,https://senju-ann.com/,平日,,,,,,,,,,,,
1137,江戸川区,○,○,営利法人,1,1,独立系,9011701026480,株式会社悠惺,,,悠惺介護福祉相談室,1372311173,東京都江戸川区大杉５丁目32-12カインドコート406,03-6231-4484,03-6231-4484,03-6730-2908,,平日,,,,,,,,,,,,
1138,江戸川区,○,○,営利法人,1,1,独立系,2011703001083,株式会社撫子,,,なでしこプランセンタ―,1372307676,東京都江戸川区南小岩2-8-2南小岩スタービル,０３－５８７６－８２２８,03-5876-8228,０３－５８７６－８２２９,https://nadeshiko-care-plan.jp,平日,,,,,,,,,,,,
1139,江戸川区,○,○,営利法人,1,1,独立系,6010601005580,株式会社日本サービスセンター,,,あっぷるケアプラン江戸川,1372301471,東京都　江戸川区　東葛西　五丁目　14番　6号カサイNSビル705号室,03-5676-8221,03-5676-8221,03-5676-8752,,平日,,,,,,,,,,,,
1140,江戸川区,○,○,営利法人,1,1,独立系,5011701020140,株式会社桔梗,,,ケアセンターききょう,1372308856,東京都江戸川区新堀1-38-10301,03-6638-7666,03-6638-7666,03-6638-7404,,"平日,土曜日",,,,,,,,,,,,
1141,江戸川区,○,○,営利法人,1,1,独立系,4011701013319,株式会社茶の子サービス,,,お茶の間ケアプラン,1372311637,東京都江戸川区北小岩2-25-17,03-5612-1142,03-5612-1142,03-5612-1143,https://www.tyanokoservice.com/cont1/main.html,平日,,,,,,,,,,,,
1142,江戸川区,○,○,営利法人,1,1,独立系,5011801026665,株式会社銀のサービス,,,梅の花けあ,1372311223,東京都江戸川区江戸川1-29-22,03-5664-6401,03-5664-6401,03-5664-6402,,平日,,,,,,,,,,,,
1143,江戸川区,○,○,営利法人,1,1,施設併設,2011701013007,株式会社陽明,,,居宅介護支援事業所ほっとホーム,1372304889,東京都江戸川区下篠崎町9-12,03-5879-8221,03-5879-8221,03-5879-8222,http://youmei-home.jp,平日,,,,,,,,,,,,
1144,江戸川区,○,○,営利法人,1,1,独立系,5011401020184,株式会社ＣＯＵＺＥ,,,居宅介護支援事業所　ゆう,1372309789,東京都江戸川区東葛西5-53-4アミティエ東葛西101,03-6240-5113,03-6240-5113,03-6240-5114,,平日,,,,,,,,,,,,
1145,江戸川区,○,○,営利法人,1,1,独立系,2011701018071,株式会社Ｈｅａｒｔ＆ｈｅａｒｔ,,,ゆたか福祉サ－ビス,1372307833,東京都江戸川区江戸川3-17,03-5879-6973,03-5879-6973,03-5879-6983,https://heart-yutaka.com,平日,,,,,,,,,,,,
1146,江戸川区,○,○,営利法人,1,1,独立系,1180301036022,株式会社Ｎ３Ｃ,,,パークケアえがお,1372311421,東京都江戸川区西小岩3-34-12ペルナ西小岩303,03-5876-7845,03-5876-7845,03-5876-7846,,"平日,土曜日",,,,,,,,,,,,
