除外理由,No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),電話種別,FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,商談日,商談結果,通話メモ,備考
民間(営利法人)ではない: 社会福祉法人,903,杉並区,○,○,社会福祉法人,1,1,独立系,8011305000189,社会福祉法人杉樹会,,,居宅介護支援事業所さんじゅ久我山,1371502335,東京都杉並区久我山3-47-16,03-5346-5357,03-5346-5357,固定(23区),03-5346-5352,http://www.sanjyukai.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,905,杉並区,○,○,社会福祉法人,1,1,独立系,3011305000202,社会福祉法人浴風会,,,浴風会居宅介護支援事業所,1371500438,東京都杉並区高井戸西1-12-1,03-3334-2512,03-3334-2512,固定(23区),03-3334-2538,http://www.yokufuukai.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,906,杉並区,○,○,社会福祉法人,1,1,施設併設,1011305000187,社会福祉法人真松之会,,,和田堀ホーム指定居宅介護支援事業所,1371501113,東京都杉並区和田2-27-8,03-3316-2943,03-3316-2943,固定(23区),03-3316-2973,http://www.shinsyounokai.or.jp/,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),908,杉並区,○,○,不明(法人格の記載なし),1,1,医療機関併設,4011305000093,野﨑クリニック,,,野﨑クリニック訪問看護ステーション,1371500354,東京都杉並区阿佐谷南3-37-13大同ビル2階,03-5335-2730,03-5335-2730,固定(23区),03-3398-6036,https://nozaki-clinic.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 公益法人,923,板橋区,○,○,公益法人,1,1,医療機関併設,9011405000022,公益社団法人板橋区医師会,,,板橋区医師会在宅ケアセンター,1371900083,東京都板橋区高島平2-32-2-107板橋区医師会在宅医療センター内,03-5922-5666,03-5922-5666,固定(23区),03-5922-5667,http://www.itb.tokyo.med.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 公益法人,924,板橋区,○,○,公益法人,1,1,独立系,4011405001520,公益財団法人愛世会,,,加賀居宅介護支援事業所,1371901438,東京都板橋区加賀１丁目３番１号,03-5248-2784,03-5248-2784,固定(23区),03-5248-2668,http://www.silverpia-kaga.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),925,板橋区,○,○,不明(法人格の記載なし),1,1,独立系,4011405000539,北野会,,,ケアプランセンターマイライフ徳丸,1371903509,東京都板橋区徳丸三丁目32番28号,03-3933-0045,03-3933-0045,固定(23区),03-3933-0082,http://kitanokai.com/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,929,板橋区,○,○,医療法人,1,1,独立系,2011405000136,医療法人社団つくしんぼ会,,,つくしんぼ介護保険相談室,1371900372,東京都板橋区大山西町70-102階,03-5917-6365,03-5917-6365,固定(23区),03-5917-6368,http://tsukushinbokai.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,930,板橋区,○,○,医療法人,1,1,医療機関併設,5011405001197,医療法人社団叡宥会,,,医療法人社団叡宥会安田病院居宅介護支援事業所,1371912443,東京都板橋区成増1-13-6　3階,03-3939-6944,03-3939-6944,固定(23区),03-6909-2100,https://www.yasudahosp.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,935,板橋区,○,○,医療法人,1,1,独立系,6011405001378,医療法人社団経仁会,,,みなみケアプラン,1371912740,東京都板橋区幸町23-7イイダハイツ203,03-6909-4727,03-6909-4727,固定(23区),03-6909-4782,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,937,板橋区,○,○,医療法人,1,1,医療機関併設,3011405000151,医療法人社団英植会,,,医療法人社団英植会　木村整形外科,1371902212,東京都板橋区三園１－４７－７－2F,03-5968-5480,03-5968-5480,固定(23区),03-5968-3038,,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),950,板橋区,○,○,不明(法人格の記載なし),1,1,独立系,4011405000191,小茂根の郷,,,こもね介護計画センター,1371900018,東京都板橋区小茂根4-11-11東京武蔵野ホーム,03-3959-7447,03-3959-7447,固定(23区),03-3959-7450,http://www.komonenosato.com,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,1012,板橋区,○,○,NPO,1,1,独立系,1011405000541,特定非営利活動法人生活サポートひまわり,,,特定非営利活動法人生活サポートひまわり,1371902873,東京都板橋区中板橋20-1モダビエント中板橋プラシア105号,03-6905-6246,03-6905-6246,固定(23区),03-6905-6247,https://www.heartpage.jp/itabashi/facility/20010802,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1013,板橋区,○,,社会福祉法人,1,11,独立系,1110005000801,社会福祉法人　愛宕福祉会,,,居宅介護支援事業所たかしまだいら,1371910165,東京都板橋区高島平５丁目３１番８号あたごの杜高島平,03-5968-5204,03-5968-5204,固定(23区),03-3977-7111,http://atago.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1014,板橋区,○,○,社会福祉法人,1,1,独立系,1011405000194,社会福祉法人みその福祉会,,,ケアタウン成増,1371902535,東京都板橋区成増4-14-18,03-3939-2300,03-3939-2300,固定(23区),03-3939-3510,http://www.misono-fukushikai.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1016,板橋区,○,○,社会福祉法人,1,1,独立系,2011405000177,社会福祉法人三共会,,,社会福祉法人三共会たつの子ライフ・サービス,1371903459,東京都板橋区常盤台3-24-1,03-3960-9058,03-3960-9058,固定(23区),03-3960-9777,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1017,板橋区,○,○,社会福祉法人,1,1,独立系,5011405000190,社会福祉法人不二健育会,,,舟渡居宅介護支援事業所,1371900133,東京都板橋区舟渡3-4-8,03-3969-3105,03-3969-3105,固定(23区),03-3969-3155,http://www.fujikenikukai.or.jp,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1018,板橋区,○,○,社会福祉法人,1,1,独立系,2011405000193,社会福祉法人信隆会,,,若木ライフ,1371901990,東京都板橋区若木1-21-3,03-3933-4126,03-3933-4126,固定(23区),03-3933-1955,http://shinryukai.org/wakagilife/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1021,板橋区,○,○,社会福祉法人,1,1,独立系,2011405000185,社会福祉法人翠生会,,,音羽台高齢者在宅サービスセンター居宅支援,1371900190,東京都板橋区成増4-33-1,03-3939-0217,03-3939-0217,固定(23区),03-3939-0299,http://suisei-kai.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),1038,江戸川区,○,○,不明(法人格の記載なし),1,1,独立系,5011703002525,スマイルワンケア,,,スマイルワンケア,1372310290,東京都江戸川区中葛西4-3-14エムケー葛西1階,03-6808-2003,03-6808-2003,固定(23区),03-6808-2004,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,1042,江戸川区,○,○,一般社団・財団,1,1,医療機関併設,2011705001156,一般社団法人江戸川区医師会,,,江戸川区医師会訪問看護ステーション,1372300929,東京都江戸川区中央4-24-14,03-3653-6405,03-3653-6405,固定(23区),03-3653-6407,http://www.edogawa-med.jp/yakan/index.html,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,1045,江戸川区,○,○,医療法人,1,1,独立系,9011705000606,医療法人社団ゆい,,,医療法人社団ゆい　ケアプランゆい,1372308062,東京都江戸川区西小岩1-21-23ゆいビル2F,03-3671-5188,03-3671-5188,固定(23区),03-3658-5188,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,1046,江戸川区,○,○,医療法人,1,1,独立系,4011705000412,医療法人社団三和会,,,ジェロントピア菊華　居宅介護支援相談室,1372300861,東京都江戸川区西篠崎１丁目６番地７号,03-5666-3033,03-5666-3033,固定(23区),03-5243-7706,http://www.mitsuwakai.jp/jerontopia/homecare.html,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,1047,江戸川区,○,○,医療法人,1,1,施設併設,3011705000413,医療法人社団善千会,,,老人保健施設ヴィット　介護相談部,1372300978,東京都江戸川区船堀３－１０－７,03-5696-3363,03-5696-3363,固定(23区),03-5658-0121,,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,1048,江戸川区,○,○,医療法人,1,1,独立系,1011805000736,医療法人社団圭信会,,,心音居宅介護支援事業所,1372309441,東京都江戸川区平井3-10-12平井町ビル１階,03-5875-0338,03-5875-0338,固定(23区),03-5875-0339,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,1049,江戸川区,○,○,医療法人,1,1,独立系,2011705000364,医療法人社団希和会,,,ケアサービスひまわり,1372306629,東京都江戸川区東葛西5-1-4篠原ビル3階.B,03-6808-5013,03-6808-5013,固定(23区),03-6808-1215,http://www.kiwakai.info,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,1050,江戸川区,○,○,医療法人,1,1,訪問看護併設,1010605001928,医療法人社団東京育明会,,,くすの木訪問看護ステーション,1372303998,東京都江戸川区平井2-24-16東京育明会ビル２階,03-5609-6162,03-5609-6162,固定(23区),03-5609-6163,http://www.ikumeikai.tokyo/kusunoki,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,1051,江戸川区,○,,医療法人,1,2,施設併設,6011705000451,医療法人社団泰正会,,,老人保健施設　ビーバス成光苑,1372301018,東京都江戸川区北小岩２－７－６,03-5612-7018,03-5612-7018,固定(23区),03-3672-9003,http://www.vivaz-seikouen.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,1052,江戸川区,○,○,医療法人,1,1,独立系,8011705000689,医療法人社団自靖会,,,在宅総合支援センターせせらぎ,1372302784,東京都江戸川区東小松川2丁目7番1号,03-5661-3050,03-5661-3050,固定(23区),03-5661-3051,http://jisei-kai.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,1152,江戸川区,○,○,NPO,1,1,独立系,6011705000807,特定非営利活動法人はなみずき,,,特定非営利活動法人はなみずき,1372303949,東京都江戸川区船堀3-4-8101,03-5679-0966,03-5679-0966,固定(23区),03-5679-0968,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,1154,江戸川区,○,○,医療法人,1,1,独立系,5011705000477,社会医療法人社団森山医会,,,医療法人社団森山医会　森山ケアセンター　居宅介護支援事業所江戸川,1372305555,東京都江戸川区江戸川5丁目4番23,03-3689-1251,03-3689-1251,固定(23区),03-3689-1299,,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1156,江戸川区,○,○,社会福祉法人,1,1,独立系,3011705000520,社会福祉法人　健修会,,,清心苑さわやか相談室　指定居宅介護支援事業所,1372300168,東京都江戸川区西一之江4-9-24,03-3655-6117,03-3655-6117,固定(23区),03-3654-7323,http://kenshukai.kir.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1157,江戸川区,○,○,社会福祉法人,1,1,独立系,0117005001573,社会福祉法人　共慈会,,,虹の会ケアプラン,1372309938,東京都江戸川区南葛西7丁目２番3号,03-3686-4477,03-3686-4477,固定(23区),03-3686-4604,https://kyojikai.org,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1158,江戸川区,○,○,社会福祉法人,1,1,独立系,2011705000579,社会福祉法人　東京清音会,,,暖心苑さわやか相談室　指定居宅介護支援事業所,1372300077,東京都江戸川区北葛西4-3-16,03-3877-0100,03-3877-0100,固定(23区),03-3877-0188,http://www.danshinen.org,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1159,江戸川区,○,,社会福祉法人,1,2,施設併設,8011705000516,社会福祉法人　瑞光会,,,瑞江ホームさわやか相談室,1372300119,東京都江戸川区瑞江１丁目３番１３瑞勝ビル２階,03-3679-4152,03-3679-4152,固定(23区),03-6638-7393,http://zuikoukai.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1160,江戸川区,○,○,社会福祉法人,1,1,独立系,7011705000509,社会福祉法人　生光会,,,ケアセンター長安,1372310373,東京都江戸川区篠崎町4-5-9長安寮内,03-5664-2960,03-5664-2960,固定(23区),03-5664-2962,http://www.tyouanryou.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1161,江戸川区,○,,社会福祉法人,1,4,独立系,6420005000939,社会福祉法人わとなーる,,,居宅介護支援事業所　わとなーる,1372304459,東京都江戸川区鹿骨一丁目３番８号,03-6804-8722,03-6804-8722,固定(23区),03-5664-2880,http://www.watona-ru.com,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1163,江戸川区,○,○,社会福祉法人,1,1,独立系,4011705000627,社会福祉法人協和会,,,居宅介護支援事業所　きく,1372309466,東京都江戸川区西篠崎1-6-7２F,03-5636-7281,03-5636-7281,固定(23区),03-5636-7282,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1164,江戸川区,○,○,社会福祉法人,1,1,施設併設,7011705000517,社会福祉法人厚生会,,,小岩ホームさわやか相談室,1372300051,東京都江戸川区南小岩６－２８－１２,03-5694-0111,03-5694-0111,固定(23区),03-6458-0160,https://www.koiwahome.com/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1165,江戸川区,○,○,社会福祉法人,1,1,独立系,2011705000653,社会福祉法人東京栄和会,,,なぎさ和楽苑さわやか相談室,1372301596,東京都江戸川区西葛西８－１－１,03-3675-1202,03-3675-1202,固定(23区),03-3675-1203,http://www.tokyoeiwakai.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1166,江戸川区,○,○,社会福祉法人,1,1,独立系,2011705000521,社会福祉法人江寿会,,,アゼリー江戸川　居宅介護支援事業所,1372300275,東京都江戸川区本一色2-13-25,03-5607-0489,03-5607-0489,固定(23区),03-5607-0490,http://koujukai.azalee.or.jp/facilities/index2.html,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1167,江戸川区,○,,社会福祉法人,1,3,独立系,1011705000638,社会福祉法人江戸川豊生会,,,みどりの郷福楽園居宅介護支援事業所,1372301653,東京都江戸川区南葛西4-21-3,03-5659-3838,03-5659-3838,固定(23区),03-6808-3848,http://e-houseikai.or.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1168,江戸川区,○,○,社会福祉法人,1,1,独立系,4011705000511,社会福祉法人江東園,,,社会福祉法人江東園江東園さわやか相談室指定居宅介護支援事業所,1372300135,東京都江戸川区東瑞江1-11-5ラ・ヴェルフルート103号室,03-5664-1801,03-5664-1801,固定(23区),03-5664-1802,http://www.kotoen.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,1169,江戸川区,○,○,社会福祉法人,1,1,独立系,4011705000619,社会福祉法人白秋会,,,在宅介護支援センター　清南,1372301703,東京都江戸川区北小岩５－３４－１０,03-3673-5150,03-3673-5150,固定(23区),03-3673-6549,http://www.hakusyuu.jimusho.jp,平日,,,,,,,,,,,,,,
